2013111413   02,11,10,03,05
2013111412   09,10,05,11,08
2013111411   05,06,08,07,11
2013111410   05,01,10,11,02
2013111409   01,11,03,10,06
2013111408   05,02,04,06,08
2013111407   01,05,03,09,08
2013111406   08,07,06,09,02
2013111405   05,02,04,10,03
2013111404   05,04,03,01,11
2013111403   03,06,07,01,05
2013111402   10,06,03,09,11
2013111401   04,10,09,06,05
2013111384   08,04,09,03,06
2013111383   11,06,03,07,02
2013111382   02,03,08,11,06
2013111381   06,03,05,09,08
2013111380   01,02,11,08,07
2013111379   01,02,07,08,03
2013111378   03,06,01,08,10
2013111377   08,07,11,09,01
2013111376   07,10,09,11,01
2013111375   08,06,10,03,01
2013111374   09,11,07,02,10
2013111373   01,03,06,09,02
2013111372   04,11,07,06,02
2013111371   11,05,08,07,06
2013111370   03,07,10,04,09
2013111369   05,06,09,02,11
2013111368   03,05,01,07,11
2013111367   01,08,11,02,07
2013111366   08,10,09,05,07
2013111365   08,11,05,06,02
2013111364   05,03,06,09,01
2013111363   01,07,08,04,02
2013111362   02,11,10,07,09
2013111361   10,02,11,07,06
2013111360   03,02,07,04,09
2013111359   01,05,04,09,11
2013111358   06,11,01,08,05
2013111357   10,07,06,09,05
2013111356   10,07,11,04,06
2013111355   09,06,01,11,08
2013111354   08,01,10,11,05
2013111353   04,02,03,07,08
2013111352   05,10,08,04,03
2013111351   05,09,06,03,07
2013111350   06,10,07,08,04
2013111349   04,08,02,11,05
2013111348   11,03,07,10,02
2013111347   03,11,01,08,06
2013111346   10,04,06,01,11
2013111345   08,07,09,01,03
2013111344   03,05,01,04,09
2013111343   10,03,04,02,08
2013111342   10,02,07,06,08
2013111341   05,08,02,11,06
2013111340   11,05,10,07,02
2013111339   06,11,02,07,10
2013111338   06,03,01,10,07
2013111337   03,06,11,09,02
2013111336   03,08,04,07,01
2013111335   06,04,03,10,01
2013111334   02,11,01,04,05
2013111333   02,05,09,11,04
2013111332   10,07,03,04,05
2013111331   06,01,07,10,03
2013111330   10,07,03,06,05
2013111329   04,05,03,11,09
2013111328   03,10,01,09,11
2013111327   05,06,09,04,01
2013111326   05,09,08,10,11
2013111325   04,01,08,07,06
2013111324   02,09,10,07,11
2013111323   09,11,05,03,06
2013111322   02,11,03,05,04
2013111321   08,09,07,04,10
2013111320   08,10,06,02,04
2013111319   11,05,03,02,10
2013111318   09,03,02,06,04
2013111317   04,06,10,11,03
2013111316   11,01,07,02,05
2013111315   05,03,02,11,10
2013111314   11,05,03,08,01
2013111313   08,04,02,05,07
2013111312   03,10,04,07,06
2013111311   11,04,09,01,10
2013111310   02,10,11,04,07
2013111309   09,07,11,02,01
2013111308   03,11,10,07,01
2013111307   04,08,11,10,03
2013111306   10,07,11,01,04
2013111305   05,01,09,10,06
2013111304   07,08,09,01,06
2013111303   01,03,04,05,07
2013111302   04,08,09,10,07
2013111301   10,03,02,07,08
2013111284   04,06,10,05,02
2013111283   09,07,06,02,01
2013111282   08,05,11,10,04
2013111281   05,02,04,10,09
2013111280   08,01,03,02,06
2013111279   04,05,09,06,07
2013111278   01,11,04,03,10
2013111277   08,09,07,03,05
2013111276   08,06,09,02,01
2013111275   08,03,11,09,06
2013111274   06,09,02,01,05
2013111273   11,02,10,06,09
2013111272   08,02,06,01,09
2013111271   06,03,04,02,09
2013111270   11,01,06,08,10
2013111269   08,02,03,04,07
2013111268   06,01,11,10,07
2013111267   11,09,05,01,04
2013111266   02,08,04,05,10
2013111265   07,03,05,09,02
2013111264   02,04,07,09,11
2013111263   08,03,05,10,09
2013111262   03,09,02,08,04
2013111261   07,04,02,03,08
2013111260   11,05,10,01,04
2013111259   02,08,11,03,05
2013111258   08,06,11,01,03
2013111257   11,03,06,02,08
2013111256   07,05,02,11,08
2013111255   03,09,10,01,04
2013111254   03,08,09,05,07
2013111253   03,02,10,04,01
2013111252   02,01,09,07,05
2013111251   07,08,06,04,02
2013111250   03,06,04,02,09
2013111249   11,10,05,08,09
2013111248   06,05,02,10,04
2013111247   06,11,08,05,03
2013111246   08,06,05,10,09
2013111245   03,06,09,08,02
2013111244   10,06,09,03,08
2013111243   10,07,08,09,02
2013111242   09,07,10,01,11
2013111241   06,11,04,02,01
2013111240   11,06,02,10,01
2013111239   04,06,07,09,10
2013111238   05,09,03,10,08
2013111237   06,08,05,11,10
2013111236   08,03,02,06,07
2013111235   10,05,06,07,09
2013111234   10,02,11,01,04
2013111233   03,01,11,06,09
2013111232   10,09,01,08,03
2013111231   01,08,07,09,06
2013111230   07,02,01,05,11
2013111229   04,09,07,02,06
2013111228   08,06,04,09,10
2013111227   01,02,03,04,06
2013111226   04,01,03,08,07
2013111225   10,06,11,07,04
2013111224   11,07,06,08,04
2013111223   10,04,02,06,03
2013111222   01,03,07,09,11
2013111221   05,03,09,06,08
2013111220   06,05,08,10,03
2013111219   09,07,08,11,06
2013111218   06,01,11,03,04
2013111217   06,10,05,09,03
2013111216   11,05,08,04,07
2013111215   02,05,07,10,08
2013111214   11,09,08,04,10
2013111213   04,11,05,01,03
2013111212   02,01,07,08,10
2013111211   03,06,10,11,01
2013111210   10,11,01,04,02
2013111209   08,03,06,04,09
2013111208   05,02,09,08,07
2013111207   02,01,05,03,06
2013111206   07,11,10,01,02
2013111205   07,10,01,02,08
2013111204   05,04,08,07,11
2013111203   08,09,10,07,02
2013111202   01,11,04,10,08
2013111201   06,09,03,08,04
2013111184   10,04,08,09,05
2013111183   02,01,07,11,09
2013111182   02,09,01,07,03
2013111181   02,09,01,03,05
2013111180   05,01,07,03,06
2013111179   05,03,07,08,02
2013111178   07,06,10,11,08
2013111177   11,09,10,01,06
2013111176   03,04,05,06,11
2013111175   06,09,01,08,07
2013111174   06,03,09,11,10
2013111173   05,08,09,06,02
2013111172   03,07,10,06,04
2013111171   08,03,02,04,01
2013111170   02,10,08,03,04
2013111169   04,01,10,09,06
2013111168   09,10,06,02,01
2013111167   09,06,04,07,01
2013111166   03,06,07,10,11
2013111165   05,01,04,10,06
2013111164   09,08,01,02,05
2013111163   01,09,08,02,06
2013111162   02,04,10,11,05
2013111161   07,06,04,08,02
2013111160   09,02,03,07,01
2013111159   02,08,05,04,01
2013111158   11,04,01,10,02
2013111157   11,01,04,09,06
2013111156   09,06,03,01,04
2013111155   07,05,03,10,04
2013111154   09,06,04,07,02
2013111153   07,06,10,09,03
2013111152   01,10,03,11,02
2013111151   01,06,08,03,04
2013111150   09,06,05,01,02
2013111149   08,04,07,01,05
2013111148   06,04,11,03,02
2013111147   11,02,01,05,06
2013111146   10,09,02,08,01
2013111145   01,06,11,07,05
2013111144   09,05,01,03,06
2013111143   09,03,04,02,05
2013111142   03,01,05,09,07
2013111141   06,08,11,03,01
2013111140   04,10,11,01,03
2013111139   10,06,04,11,05
2013111138   06,04,01,05,07
2013111137   04,06,07,03,01
2013111136   02,08,01,11,03
2013111135   09,05,11,01,08
2013111134   02,09,01,10,08
2013111133   10,09,01,05,07
2013111132   07,04,08,03,06
2013111131   02,03,07,01,05
2013111130   08,10,04,09,07
2013111129   09,03,04,06,02
2013111128   09,03,10,05,02
2013111127   01,02,07,04,10
2013111126   07,10,09,03,06
2013111125   04,10,03,05,02
2013111124   07,02,11,01,09
2013111123   09,07,11,10,03
2013111122   11,01,04,07,08
2013111121   09,05,11,07,08
2013111120   04,01,06,07,02
2013111119   01,09,05,07,08
2013111118   03,08,05,07,06
2013111117   02,01,08,10,09
2013111116   04,07,08,10,03
2013111115   11,10,08,06,07
2013111114   01,05,11,03,09
2013111113   07,02,06,11,10
2013111112   09,05,10,01,11
2013111111   11,01,10,05,04
2013111110   01,08,05,09,07
2013111109   04,09,02,11,03
2013111108   11,04,08,02,09
2013111107   06,09,04,07,08
2013111106   02,08,01,06,10
2013111105   06,03,04,05,10
2013111104   10,04,07,02,01
2013111103   10,05,09,07,08
2013111102   08,02,01,11,07
2013111101   06,10,03,01,05
2013111084   02,05,09,08,03
2013111083   02,07,06,05,04
2013111082   04,03,01,11,09
2013111081   11,04,08,10,09
2013111080   06,04,03,09,11
2013111079   11,08,09,02,04
2013111078   04,03,08,09,05
2013111077   08,04,07,02,01
2013111076   05,06,11,10,07
2013111075   03,02,01,06,08
2013111074   08,06,02,09,03
2013111073   03,01,08,04,07
2013111072   05,06,10,01,08
2013111071   04,02,10,05,06
2013111070   11,10,08,06,03
2013111069   02,05,07,08,09
2013111068   02,11,10,06,04
2013111067   06,08,03,10,07
2013111066   04,01,07,03,05
2013111065   07,08,06,09,01
2013111064   05,11,09,10,08
2013111063   10,08,09,06,01
2013111062   08,07,09,10,01
2013111061   02,07,05,03,06
2013111060   10,09,11,08,03
2013111059   02,01,03,08,05
2013111058   09,03,06,08,07
2013111057   03,06,02,08,01
2013111056   06,07,02,08,04
2013111055   08,03,07,11,02
2013111054   01,10,06,02,09
2013111053   03,08,05,01,10
2013111052   02,01,03,08,10
2013111051   09,06,02,03,10
2013111050   04,08,03,01,11
2013111049   06,04,03,10,05
2013111048   07,08,05,06,10
2013111047   04,07,01,08,09
2013111046   11,02,04,01,10
2013111045   07,06,10,09,02
2013111044   11,08,04,09,02
2013111043   05,07,01,08,06
2013111042   02,08,04,11,01
2013111041   03,06,11,08,10
2013111040   06,09,05,07,04
2013111039   05,07,11,02,04
2013111038   07,10,11,03,08
2013111037   09,10,06,04,08
2013111036   05,10,01,09,06
2013111035   01,08,03,09,07
2013111034   02,08,09,01,06
2013111033   05,07,06,10,11
2013111032   09,07,04,06,08
2013111031   04,06,07,09,03
2013111030   02,05,09,11,07
2013111029   05,09,06,07,03
2013111028   02,07,06,10,09
2013111027   11,05,03,06,04
2013111026   09,02,10,04,06
2013111025   03,04,08,01,10
2013111024   04,07,03,05,06
2013111023   11,06,04,08,09
2013111022   01,05,08,06,02
2013111021   01,04,03,06,11
2013111020   08,04,07,06,02
2013111019   01,07,08,05,06
2013111018   03,08,10,07,02
2013111017   05,02,03,04,11
2013111016   07,08,09,02,11
2013111015   07,03,11,02,04
2013111014   07,03,05,10,06
2013111013   02,04,07,11,10
2013111012   04,07,03,11,06
2013111011   08,09,07,05,04
2013111010   05,03,04,06,10
2013111009   11,08,10,03,01
2013111008   01,05,04,09,08
2013111007   05,04,07,06,08
2013111006   05,09,03,04,01
2013111005   01,03,05,11,09
2013111004   03,05,11,08,06
2013111003   10,04,07,06,02
2013111002   03,07,08,06,04
2013111001   10,09,08,04,06
2013110984   04,07,06,03,11
2013110983   02,01,06,04,07
2013110982   03,06,04,11,08
2013110981   01,06,09,02,04
2013110980   05,10,04,09,07
2013110979   08,04,09,03,11
2013110978   04,10,02,11,07
2013110977   03,11,08,04,07
2013110976   01,09,08,04,07
2013110975   10,08,02,01,07
2013110974   06,02,05,10,04
2013110973   02,11,01,04,05
2013110972   10,02,07,05,08
2013110971   09,02,10,05,11
2013110970   08,10,06,07,01
2013110969   08,02,03,01,07
2013110968   11,06,05,04,08
2013110967   08,03,06,01,10
2013110966   06,02,11,01,04
2013110965   02,08,11,05,01
2013110964   06,10,05,08,03
2013110963   02,09,10,11,03
2013110962   07,09,02,10,05
2013110961   07,05,01,02,06
2013110960   08,10,02,04,01
2013110959   01,04,06,11,07
2013110958   06,10,11,01,08
2013110957   03,09,05,01,07
2013110956   09,05,11,06,03
2013110955   11,09,06,03,02
2013110954   02,03,01,04,07
2013110953   11,10,03,07,04
2013110952   03,07,01,02,08
2013110951   02,07,08,06,10
2013110950   05,10,01,09,06
2013110949   07,05,08,11,02
2013110948   09,11,03,10,04
2013110947   10,08,03,02,09
2013110946   07,09,01,10,11
2013110945   03,09,07,04,05
2013110944   08,06,11,09,04
2013110943   07,05,10,11,01
2013110942   02,09,10,08,01
2013110941   07,08,03,06,02
2013110940   11,07,03,06,08
2013110939   05,01,09,02,08
2013110938   08,05,10,01,04
2013110937   10,05,09,03,01
2013110936   10,11,06,04,09
2013110935   08,04,06,05,03
2013110934   07,06,10,02,09
2013110933   04,01,06,09,11
2013110932   10,11,04,02,07
2013110931   08,06,04,05,07
2013110930   07,03,01,04,10
2013110929   07,03,06,08,09
2013110928   01,11,02,08,05
2013110927   03,04,01,08,09
2013110926   03,07,05,09,04
2013110925   05,06,10,03,08
2013110924   10,08,07,09,05
2013110923   04,06,09,10,08
2013110922   05,07,04,06,08
2013110921   11,02,09,05,10
2013110920   11,04,08,03,07
2013110919   09,06,10,02,08
2013110918   01,08,04,05,09
2013110917   05,09,08,01,03
2013110916   04,08,01,09,11
2013110915   04,08,09,06,02
2013110914   03,01,09,02,11
2013110913   08,09,07,01,03
2013110912   04,10,09,06,01
2013110911   05,08,06,07,11
2013110910   04,06,07,01,05
2013110909   03,01,06,02,11
2013110908   03,09,11,02,05
2013110907   07,11,09,05,06
2013110906   10,01,07,11,04
2013110905   07,04,01,10,05
2013110904   02,05,03,09,01
2013110903   02,11,04,09,08
2013110902   07,10,02,11,08
2013110901   06,11,03,07,05
2013110884   06,03,10,09,07
2013110883   02,03,04,01,10
2013110882   01,04,05,08,10
2013110881   06,08,04,09,02
2013110880   11,09,08,02,01
2013110879   03,10,05,04,11
2013110878   05,03,08,07,04
2013110877   11,03,07,05,09
2013110876   09,02,03,08,04
2013110875   05,11,02,10,01
2013110874   01,10,11,05,09
2013110873   06,05,11,09,02
2013110872   10,11,03,07,02
2013110871   05,07,02,10,01
2013110870   06,11,10,05,02
2013110869   01,05,08,11,02
2013110868   03,11,07,06,10
2013110867   11,02,01,06,10
2013110866   02,07,08,09,01
2013110865   05,06,10,01,08
2013110864   03,05,07,10,04
2013110863   03,09,04,11,02
2013110862   11,09,05,07,03
2013110861   02,10,06,11,09
2013110860   04,06,03,10,02
2013110859   02,10,09,03,04
2013110858   01,02,03,07,11
2013110857   04,07,05,02,09
2013110856   03,05,09,07,10
2013110855   01,02,04,08,09
2013110854   09,06,10,02,04
2013110853   11,08,10,05,02
2013110852   08,04,10,03,07
2013110851   09,01,11,08,04
2013110850   04,02,11,03,05
2013110849   02,11,05,06,09
2013110848   10,11,07,08,01
2013110847   08,03,07,05,04
2013110846   09,07,10,08,04
2013110845   08,04,01,05,02
2013110844   11,08,06,01,02
2013110843   05,03,01,07,08
2013110842   02,06,08,11,01
2013110841   07,01,10,11,06
2013110840   11,07,09,01,10
2013110839   03,04,07,10,11
2013110838   09,05,07,10,08
2013110837   07,10,06,08,04
2013110836   04,05,11,03,10
2013110835   10,04,03,05,06
2013110834   05,08,07,11,06
2013110833   06,01,03,10,08
2013110832   08,05,06,04,02
2013110831   08,10,05,11,02
2013110830   09,05,07,04,01
2013110829   03,10,06,08,01
2013110828   03,10,06,02,11
2013110827   01,11,03,10,07
2013110826   07,06,09,08,10
2013110825   08,11,04,03,09
2013110824   10,08,06,05,07
2013110823   03,07,08,01,11
2013110822   11,09,10,01,02
2013110821   04,02,06,05,03
2013110820   01,11,03,08,09
2013110819   04,05,06,07,01
2013110818   03,01,08,02,06
2013110817   10,07,04,09,01
2013110816   08,07,09,01,10
2013110815   10,09,03,06,02
2013110814   09,05,04,01,02
2013110813   09,10,03,05,07
2013110812   07,03,06,04,02
2013110811   10,04,11,09,07
2013110810   08,05,03,06,02
2013110809   02,10,07,04,09
2013110808   05,06,09,01,03
2013110807   03,02,09,10,11
2013110806   09,06,01,10,04
2013110805   05,07,11,08,06
2013110804   07,01,05,08,09
2013110803   10,01,04,07,11
2013110802   05,09,07,10,02
2013110801   02,01,04,05,09
2013110784   05,04,06,03,11
2013110783   04,05,08,01,02
2013110782   02,11,01,05,04
2013110781   11,02,06,09,03
2013110780   06,03,02,10,08
2013110779   04,01,05,09,03
2013110778   04,05,06,07,03
2013110777   09,11,06,04,05
2013110776   08,04,11,09,03
2013110775   02,07,01,10,05
2013110774   10,03,06,02,01
2013110773   03,08,04,01,07
2013110772   08,07,01,05,10
2013110771   05,11,09,01,07
2013110770   10,02,08,07,04
2013110769   09,05,04,06,07
2013110768   06,11,09,05,04
2013110767   08,03,10,07,09
2013110766   09,06,04,11,05
2013110765   03,06,01,11,05
2013110764   09,07,04,03,06
2013110763   10,05,09,02,04
2013110762   09,06,05,11,03
2013110761   01,07,03,10,11
2013110760   03,11,07,08,01
2013110759   09,08,06,11,03
2013110758   04,02,10,05,09
2013110757   07,09,05,04,08
2013110756   11,05,02,08,03
2013110755   05,01,07,09,03
2013110754   10,09,01,05,04
2013110753   03,11,06,07,10
2013110752   03,10,01,06,07
2013110751   03,08,04,10,01
2013110750   08,11,03,06,04
2013110749   02,03,08,09,04
2013110748   08,04,03,02,09
2013110747   07,03,05,04,08
2013110746   06,04,10,01,08
2013110745   04,08,11,09,02
2013110744   04,05,06,03,10
2013110743   06,02,10,05,03
2013110742   04,06,10,05,02
2013110741   08,07,09,05,01
2013110740   04,02,01,05,09
2013110739   01,02,06,07,08
2013110738   08,09,05,11,10
2013110737   08,11,02,01,03
2013110736   08,09,05,02,06
2013110735   07,03,09,11,08
2013110734   04,02,10,09,03
2013110733   09,03,04,10,01
2013110732   07,04,08,10,09
2013110731   07,04,06,11,09
2013110730   02,11,05,09,06
2013110729   04,10,01,03,07
2013110728   04,08,07,11,01
2013110727   11,02,07,04,01
2013110726   04,08,10,01,05
2013110725   07,08,06,03,04
2013110724   07,01,08,06,11
2013110723   02,06,04,09,08
2013110722   08,10,02,07,01
2013110721   01,08,02,03,07
2013110720   06,01,05,08,02
2013110719   11,06,09,04,01
2013110718   01,10,03,07,09
2013110717   11,01,03,08,06
2013110716   10,04,05,07,11
2013110715   06,03,10,07,02
2013110714   11,09,07,04,03
2013110713   11,08,10,06,03
2013110712   11,10,03,08,02
2013110711   02,09,11,08,10
2013110710   02,11,08,03,05
2013110709   03,04,01,09,10
2013110708   08,01,07,05,09
2013110707   07,03,02,06,04
2013110706   05,01,07,11,10
2013110705   04,01,05,10,09
2013110704   06,11,04,07,01
2013110703   01,08,10,11,06
2013110702   01,04,05,11,07
2013110701   11,03,02,05,04
2013110684   11,07,02,03,10
2013110683   01,11,06,07,05
2013110682   10,07,04,06,11
2013110681   04,11,06,03,08
2013110680   11,09,01,02,07
2013110679   07,09,01,04,11
2013110678   01,07,11,03,06
2013110677   03,02,07,04,01
2013110676   10,07,02,09,03
2013110675   11,10,06,04,07
2013110674   09,06,10,05,04
2013110673   03,08,04,06,10
2013110672   03,01,07,06,02
2013110671   05,02,08,07,09
2013110670   10,04,07,06,08
2013110669   06,08,05,01,04
2013110668   03,08,09,05,11
2013110667   01,05,06,04,07
2013110666   04,11,10,01,08
2013110665   02,09,10,01,06
2013110664   02,10,09,04,01
2013110663   04,05,11,07,01
2013110662   05,11,01,10,08
2013110661   07,11,03,08,04
2013110660   05,03,01,10,07
2013110659   11,07,04,06,03
2013110658   10,02,11,01,05
2013110657   11,02,03,08,09
2013110656   10,07,02,09,03
2013110655   04,03,10,07,11
2013110654   06,10,05,01,02
2013110653   01,09,11,06,07
2013110652   06,10,02,07,03
2013110651   01,04,07,11,10
2013110650   01,06,05,10,08
2013110649   05,01,03,02,04
2013110648   07,11,03,01,04
2013110647   08,04,05,01,10
2013110646   06,08,10,09,03
2013110645   02,05,01,03,06
2013110644   09,08,10,01,06
2013110643   06,08,05,10,03
2013110642   01,07,10,02,09
2013110641   08,01,11,02,06
2013110640   02,10,05,07,04
2013110639   10,04,01,11,05
2013110638   09,07,08,03,02
2013110637   11,06,04,09,02
2013110636   11,05,01,04,03
2013110635   11,08,09,07,01
2013110634   02,05,01,09,04
2013110633   07,03,04,08,02
2013110632   01,06,03,04,08
2013110631   02,08,07,10,01
2013110630   08,03,04,07,06
2013110629   09,06,05,08,07
2013110628   02,04,10,07,06
2013110627   03,07,06,10,04
2013110626   02,09,01,07,06
2013110625   02,09,07,05,06
2013110624   07,06,03,04,08
2013110623   08,09,01,02,03
2013110622   05,03,06,02,07
2013110621   02,09,07,06,10
2013110620   07,08,02,09,03
2013110619   08,09,07,06,11
2013110618   11,06,03,07,08
2013110617   11,07,05,09,02
2013110616   11,09,08,05,02
2013110615   04,01,09,02,11
2013110614   09,04,11,05,01
2013110613   04,05,10,06,09
2013110612   02,01,11,08,03
2013110611   01,08,11,02,09
2013110610   06,10,07,08,04
2013110609   09,06,07,11,01
2013110608   04,10,01,05,03
2013110607   10,06,01,02,04
2013110606   02,10,01,07,08
2013110605   06,08,05,04,01
2013110604   09,01,04,02,05
2013110603   07,09,04,01,10
2013110602   09,01,08,06,11
2013110601   07,09,04,01,08
2013110584   07,08,10,11,09
2013110583   09,06,07,11,01
2013110582   05,10,09,01,03
2013110581   09,04,02,05,06
2013110580   09,05,11,04,02
2013110579   11,04,10,05,08
2013110578   04,08,03,02,09
2013110577   01,03,09,10,06
2013110576   04,05,06,01,03
2013110575   04,03,11,10,08
2013110574   01,03,05,08,10
2013110573   01,08,07,03,02
2013110572   01,09,10,03,07
2013110571   11,02,09,10,06
2013110570   08,07,04,06,11
2013110569   09,07,02,08,05
2013110568   04,10,03,05,02
2013110567   02,08,04,09,11
2013110566   11,07,06,08,10
2013110565   04,05,02,10,08
2013110564   02,07,08,04,11
2013110563   08,09,03,01,11
2013110562   08,01,03,09,11
2013110561   11,08,04,01,05
2013110560   11,02,09,10,03
2013110559   02,06,05,08,09
2013110558   05,10,03,04,11
2013110557   10,05,01,03,06
2013110556   05,07,11,08,03
2013110555   09,10,02,03,11
2013110554   05,09,04,06,02
2013110553   07,05,03,02,11
2013110552   01,03,05,02,04
2013110551   05,09,01,02,04
2013110550   11,10,09,06,02
2013110549   03,01,07,10,04
2013110548   04,09,06,07,02
2013110547   01,08,02,09,07
2013110546   07,10,06,05,11
2013110545   03,08,09,06,11
2013110544   06,08,03,02,10
2013110543   02,06,10,09,11
2013110542   04,03,08,05,06
2013110541   03,02,05,06,11
2013110540   03,01,07,08,11
2013110539   11,07,05,04,10
2013110538   08,01,05,04,06
2013110537   11,09,05,08,02
2013110536   10,01,06,02,09
2013110535   07,03,02,09,08
2013110534   03,10,09,01,04
2013110533   08,10,09,03,02
2013110532   01,07,11,06,04
2013110531   06,08,02,10,04
2013110530   02,10,01,03,07
2013110529   06,02,10,04,07
2013110528   09,05,01,07,04
2013110527   01,03,11,10,07
2013110526   04,01,05,02,11
2013110525   04,05,09,10,11
2013110524   04,09,08,11,06
2013110523   10,01,07,05,11
2013110522   01,05,07,08,04
2013110521   08,02,10,06,01
2013110520   02,11,07,05,10
2013110519   01,04,07,05,11
2013110518   03,06,04,02,08
2013110517   05,09,02,07,11
2013110516   04,11,10,08,09
2013110515   02,09,11,01,03
2013110514   03,04,09,11,06
2013110513   03,11,04,01,08
2013110512   10,03,07,05,08
2013110511   08,07,09,06,04
2013110510   08,09,07,01,05
2013110509   10,02,04,05,03
2013110508   06,04,09,07,05
2013110507   06,09,07,01,11
2013110506   09,02,03,06,05
2013110505   03,02,11,04,05
2013110504   01,11,02,03,05
2013110503   06,03,05,11,08
2013110502   06,07,04,05,10
2013110501   02,03,07,08,10
2013110484   04,03,02,08,09
2013110483   02,06,03,11,08
2013110482   04,02,11,09,10
2013110481   01,03,09,02,06
2013110480   09,08,11,06,05
2013110479   08,07,09,03,06
2013110478   02,07,03,04,09
2013110477   10,03,05,06,09
2013110476   08,06,10,01,09
2013110475   05,02,04,10,01
2013110474   03,01,09,10,02
2013110473   03,02,05,01,09
2013110472   09,03,02,05,01
2013110471   06,11,04,01,08
2013110470   02,01,03,10,11
2013110469   07,04,10,05,09
2013110468   08,09,01,11,02
2013110467   06,08,02,10,03
2013110466   08,06,04,03,02
2013110465   06,08,10,01,02
2013110464   11,05,09,10,06
2013110463   04,09,01,08,07
2013110462   03,06,09,08,11
2013110461   05,08,02,01,06
2013110460   08,09,07,02,01
2013110459   03,09,04,08,06
2013110458   04,03,02,08,01
2013110457   04,10,08,06,01
2013110456   02,06,08,04,10
2013110455   09,04,08,05,03
2013110454   08,11,04,02,06
2013110453   06,11,01,05,04
2013110452   08,06,04,10,09
2013110451   11,09,04,05,01
2013110450   01,02,11,09,03
2013110449   01,05,02,10,06
2013110448   08,11,02,03,01
2013110447   01,11,09,02,08
2013110446   03,08,02,04,09
2013110445   05,11,08,09,03
2013110444   06,02,01,04,08
2013110443   03,06,09,10,05
2013110442   10,05,09,06,02
2013110441   08,10,02,09,06
2013110440   08,09,10,02,04
2013110439   01,10,11,04,05
2013110438   02,01,05,04,10
2013110437   05,11,09,01,04
2013110436   06,02,10,08,03
2013110435   03,01,04,10,05
2013110434   05,11,04,10,07
2013110433   11,02,05,07,01
2013110432   04,02,06,11,05
2013110431   03,04,01,10,07
2013110430   02,05,10,08,06
2013110429   06,03,10,02,07
2013110428   03,01,05,04,02
2013110427   05,01,06,07,03
2013110426   09,08,01,03,06
2013110425   03,04,05,06,07
2013110424   09,02,03,06,11
2013110423   10,03,09,07,08
2013110422   03,01,07,08,10
2013110421   10,04,07,02,01
2013110420   05,06,08,10,09
2013110419   04,03,05,01,09
2013110418   08,05,02,09,11
2013110417   01,09,04,03,05
2013110416   01,06,03,04,08
2013110415   11,09,01,06,04
2013110414   04,10,02,03,07
2013110413   01,09,08,03,02
2013110412   03,04,05,10,11
2013110411   10,04,02,11,05
2013110410   01,08,04,02,11
2013110409   09,03,08,11,02
2013110408   06,05,09,10,04
2013110407   03,09,08,01,10
2013110406   01,04,05,02,09
2013110405   09,06,03,11,02
2013110404   08,10,07,09,05
2013110403   05,11,02,10,01
2013110402   03,04,02,11,05
2013110401   04,09,10,02,11
2013110384   11,05,04,09,03
2013110383   09,04,07,02,08
2013110382   05,04,08,02,06
2013110381   07,04,08,05,11
2013110380   08,07,01,11,05
2013110379   01,06,11,07,10
2013110378   05,02,10,06,11
2013110377   03,04,05,07,09
2013110376   02,01,11,03,06
2013110375   11,03,06,04,08
2013110374   06,07,05,02,04
2013110373   06,11,01,08,04
2013110372   02,04,06,03,01
2013110371   06,01,05,04,10
2013110370   08,03,07,04,09
2013110369   09,05,01,07,02
2013110368   07,02,03,01,04
2013110367   03,01,02,10,04
2013110366   07,04,10,02,08
2013110365   03,01,04,10,08
2013110364   11,08,09,03,07
2013110363   08,09,03,02,07
2013110362   07,08,01,05,09
2013110361   11,03,06,02,04
2013110360   04,01,05,03,11
2013110359   03,08,10,02,07
2013110358   10,03,01,04,02
2013110357   09,08,04,10,11
2013110356   02,03,09,05,10
2013110355   11,01,08,03,02
2013110354   06,07,09,02,04
2013110353   03,05,11,09,10
2013110352   09,05,11,08,03
2013110351   01,08,03,04,11
2013110350   10,05,11,06,08
2013110349   02,09,03,11,04
2013110348   09,05,06,11,10
2013110347   11,01,06,07,03
2013110346   11,02,08,09,01
2013110345   01,11,10,09,04
2013110344   10,09,02,07,01
2013110343   09,05,03,02,06
2013110342   05,11,02,08,04
2013110341   07,06,02,04,08
2013110340   10,09,07,02,06
2013110339   09,01,08,07,11
2013110338   01,07,04,09,02
2013110337   08,05,09,04,06
2013110336   11,01,10,02,07
2013110335   06,01,04,08,11
2013110334   07,01,02,08,11
2013110333   01,04,07,08,03
2013110332   10,02,06,07,11
2013110331   11,02,05,08,06
2013110330   09,04,08,06,05
2013110329   08,06,02,07,09
2013110328   05,11,03,01,02
2013110327   10,03,04,09,08
2013110326   02,07,05,03,01
2013110325   01,08,09,05,07
2013110324   03,09,04,08,11
2013110323   11,01,08,03,04
2013110322   11,03,08,04,02
2013110321   01,02,06,10,07
2013110320   08,07,10,03,01
2013110319   07,06,03,02,04
2013110318   03,09,04,08,06
2013110317   04,11,06,08,03
2013110316   04,09,01,02,07
2013110315   05,04,01,07,10
2013110314   06,11,08,07,01
2013110313   01,03,05,06,07
2013110312   01,03,11,05,08
2013110311   02,01,04,09,08
2013110310   07,02,06,03,11
2013110309   01,03,06,02,05
2013110308   11,09,07,10,01
2013110307   08,09,03,04,06
2013110306   06,03,02,04,11
2013110305   07,04,01,11,10
